country,year,v2x_frassoc_thick,NGDPDPC,NGDP_RPCH,v2x_pubcorr,v2xnp_regcorr,v2xel_frefair,v2x_freexp,v2elembcap
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2007,0.839,17723.704,6.9,0.157,0.276,0.862,0.921,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2008,0.857,18053.591,0.8,0.157,0.299,0.877,0.918,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2009,0.878,16904.543,-1.6,0.157,0.299,0.886,0.905,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2010,0.88,19181.358,10.2,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2011,0.881,20838.589,3.7,0.157,0.299,0.884,0.915,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
TWN,2012,0.878,21256.361,2.2,0.157,0.299,0.886,0.917,2.155
